[23-Jan-2026 11:53:46 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Paginas::$articuloModelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Paginas.php on line 9
[23-Jan-2026 11:58:02 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Articulos::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Articulos.php on line 9
[23-Jan-2026 11:58:02 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Articulos::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Articulos.php on line 11
[23-Jan-2026 11:58:02 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Articulos::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Articulos.php on line 12
[23-Jan-2026 11:58:03 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Articulos::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Articulos.php on line 9
[23-Jan-2026 11:58:03 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Articulos::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Articulos.php on line 11
[23-Jan-2026 11:58:03 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Articulos::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Articulos.php on line 12
[23-Jan-2026 11:58:04 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Articulos::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Articulos.php on line 9
[23-Jan-2026 11:58:04 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Articulos::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Articulos.php on line 11
[23-Jan-2026 11:58:04 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Articulos::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Articulos.php on line 12
[23-Jan-2026 11:59:21 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Articulos::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Articulos.php on line 9
[23-Jan-2026 11:59:21 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Articulos::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Articulos.php on line 11
[23-Jan-2026 11:59:21 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Articulos::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Articulos.php on line 12
[23-Jan-2026 13:51:30 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Paginas::$articuloModelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Paginas.php on line 9
[23-Jan-2026 13:51:34 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Articulos::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Articulos.php on line 9
[23-Jan-2026 13:51:34 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Articulos::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Articulos.php on line 11
[23-Jan-2026 13:51:34 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Articulos::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Articulos.php on line 12
[23-Jan-2026 13:51:36 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Paginas::$articuloModelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Paginas.php on line 9
[23-Jan-2026 13:52:01 Europe/Berlin] PHP Parse error:  Unmatched '}' in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 53
[23-Jan-2026 13:52:25 Europe/Berlin] PHP Parse error:  Unmatched '}' in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 53
[23-Jan-2026 14:01:46 Europe/Berlin] PHP Parse error:  Unmatched '}' in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 53
[23-Jan-2026 14:02:11 Europe/Berlin] PHP Parse error:  Unmatched '}' in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 53
[23-Jan-2026 14:02:23 Europe/Berlin] PHP Parse error:  Unmatched '}' in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 53
[23-Jan-2026 14:02:29 Europe/Berlin] PHP Parse error:  Unmatched '}' in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 53
[23-Jan-2026 14:25:31 Europe/Berlin] PHP Parse error:  Unmatched '}' in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 66
[23-Jan-2026 14:25:36 Europe/Berlin] PHP Parse error:  Unmatched '}' in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 66
[23-Jan-2026 14:29:11 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[23-Jan-2026 14:29:11 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[23-Jan-2026 14:29:11 Europe/Berlin] PHP Parse error:  syntax error, unexpected token "__NAMESPACE__" in C:\xampp\htdocs\dwes\mvccomposer\app\modelos\Car.php on line 5
[23-Jan-2026 14:30:51 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[23-Jan-2026 14:30:51 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[23-Jan-2026 14:30:51 Europe/Berlin] PHP Parse error:  syntax error, unexpected token "__NAMESPACE__" in C:\xampp\htdocs\dwes\mvccomposer\app\modelos\Car.php on line 5
[23-Jan-2026 14:30:57 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[23-Jan-2026 14:30:57 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[23-Jan-2026 14:30:57 Europe/Berlin] PHP Parse error:  syntax error, unexpected token "__NAMESPACE__" in C:\xampp\htdocs\dwes\mvccomposer\app\modelos\Car.php on line 5
[23-Jan-2026 14:32:32 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Paginas::$articuloModelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Paginas.php on line 9
[23-Jan-2026 14:32:40 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[23-Jan-2026 14:32:40 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[23-Jan-2026 14:32:40 Europe/Berlin] PHP Parse error:  syntax error, unexpected token "__NAMESPACE__" in C:\xampp\htdocs\dwes\mvccomposer\app\modelos\Car.php on line 5
[23-Jan-2026 14:33:49 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[23-Jan-2026 14:33:49 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[23-Jan-2026 14:33:49 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 13
[23-Jan-2026 14:35:11 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[23-Jan-2026 14:35:11 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[23-Jan-2026 14:35:11 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 13
[23-Jan-2026 14:37:47 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[23-Jan-2026 14:37:47 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[23-Jan-2026 14:37:47 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 13
[23-Jan-2026 14:37:47 Europe/Berlin] PHP Fatal error:  Uncaught Error: Class "Cls\Mvc2app\PDO" not found in C:\xampp\htdocs\dwes\mvccomposer\app\modelos\Car.php:124
Stack trace:
#0 C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php(43): Cls\Mvc2app\Car->getById(1)
#1 [internal function]: Cls\Mvc2app\ApiCar->car(1)
#2 C:\xampp\htdocs\dwes\mvccomposer\app\librerias\Core.php(54): call_user_func_array(Array, Array)
#3 C:\xampp\htdocs\dwes\mvccomposer\public\index.php(25): Cls\Mvc2app\Core->__construct()
#4 {main}
  thrown in C:\xampp\htdocs\dwes\mvccomposer\app\modelos\Car.php on line 124
[23-Jan-2026 14:37:49 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[23-Jan-2026 14:37:49 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[23-Jan-2026 14:37:49 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 13
[23-Jan-2026 14:37:49 Europe/Berlin] PHP Fatal error:  Uncaught Error: Class "Cls\Mvc2app\PDO" not found in C:\xampp\htdocs\dwes\mvccomposer\app\modelos\Car.php:124
Stack trace:
#0 C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php(43): Cls\Mvc2app\Car->getById(1)
#1 [internal function]: Cls\Mvc2app\ApiCar->car(1)
#2 C:\xampp\htdocs\dwes\mvccomposer\app\librerias\Core.php(54): call_user_func_array(Array, Array)
#3 C:\xampp\htdocs\dwes\mvccomposer\public\index.php(25): Cls\Mvc2app\Core->__construct()
#4 {main}
  thrown in C:\xampp\htdocs\dwes\mvccomposer\app\modelos\Car.php on line 124
[23-Jan-2026 14:37:55 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[23-Jan-2026 14:37:55 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[23-Jan-2026 14:37:55 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 13
[23-Jan-2026 14:40:55 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[23-Jan-2026 14:40:55 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[23-Jan-2026 14:40:55 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 13
[23-Jan-2026 14:41:00 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[23-Jan-2026 14:41:00 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[23-Jan-2026 14:41:00 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 13
[23-Jan-2026 14:41:06 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[23-Jan-2026 14:41:06 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[23-Jan-2026 14:41:06 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 13
[23-Jan-2026 14:41:11 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[23-Jan-2026 14:41:11 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[23-Jan-2026 14:41:11 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 13
[23-Jan-2026 14:44:25 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[23-Jan-2026 14:44:25 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[23-Jan-2026 14:44:25 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 13
[23-Jan-2026 14:44:25 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[23-Jan-2026 14:44:25 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[23-Jan-2026 14:44:25 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 13
[23-Jan-2026 14:44:30 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[23-Jan-2026 14:44:30 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[23-Jan-2026 14:44:30 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 13
[23-Jan-2026 14:46:10 Europe/Berlin] PHP Parse error:  syntax error, unexpected token "catch", expecting "function" or "const" in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 23
[23-Jan-2026 14:46:20 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[23-Jan-2026 14:46:20 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[23-Jan-2026 14:46:20 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 13
[23-Jan-2026 14:48:50 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[23-Jan-2026 14:48:50 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[23-Jan-2026 14:48:50 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 13
[23-Jan-2026 14:48:50 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[23-Jan-2026 14:48:50 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[23-Jan-2026 14:48:50 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 13
[23-Jan-2026 14:48:55 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[23-Jan-2026 14:48:55 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[23-Jan-2026 14:48:55 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 13
[23-Jan-2026 14:48:55 Europe/Berlin] PHP Fatal error:  Uncaught Error: Class "Cls\Mvc2app\PDO" not found in C:\xampp\htdocs\dwes\mvccomposer\app\modelos\Car.php:124
Stack trace:
#0 C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php(43): Cls\Mvc2app\Car->getById(1)
#1 [internal function]: Cls\Mvc2app\ApiCar->car(1)
#2 C:\xampp\htdocs\dwes\mvccomposer\app\librerias\Core.php(54): call_user_func_array(Array, Array)
#3 C:\xampp\htdocs\dwes\mvccomposer\public\index.php(25): Cls\Mvc2app\Core->__construct()
#4 {main}
  thrown in C:\xampp\htdocs\dwes\mvccomposer\app\modelos\Car.php on line 124
[23-Jan-2026 14:49:10 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[23-Jan-2026 14:49:10 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[23-Jan-2026 14:49:10 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 13
[23-Jan-2026 14:50:57 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[23-Jan-2026 14:50:57 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[23-Jan-2026 14:50:57 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 13
[23-Jan-2026 14:54:45 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[23-Jan-2026 14:54:45 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[23-Jan-2026 14:54:45 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 13
[23-Jan-2026 14:54:55 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[23-Jan-2026 14:54:55 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[23-Jan-2026 14:54:55 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 13
[23-Jan-2026 14:58:59 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Articulos::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Articulos.php on line 9
[23-Jan-2026 14:58:59 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Articulos::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Articulos.php on line 11
[23-Jan-2026 14:58:59 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\Articulos::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\Articulos.php on line 12
[26-Jan-2026 16:25:28 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 10
[26-Jan-2026 16:25:28 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
[26-Jan-2026 16:25:28 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$modelo is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 12
[26-Jan-2026 16:25:32 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$vista is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 10
[26-Jan-2026 16:25:32 Europe/Berlin] PHP Deprecated:  Creation of dynamic property Cls\Mvc2app\ApiCar::$datos is deprecated in C:\xampp\htdocs\dwes\mvccomposer\app\controladores\ApiCar.php on line 11
